                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.3497,                0.76659,                 1.2495,                0.90211,                0.84512,                0.92369,                0.54974,                 1.4746,                0.73922,                 1.2979,               0.009406,               0.009406,               0.009406
                     14,                 1.3376,                0.74915,                 1.2425,                0.90439,                0.82804,                0.91608,                 0.5565,                 1.4215,                0.72139,                 1.2746,              0.0093565,              0.0093565,              0.0093565
                     15,                 1.3374,                0.74109,                 1.2438,                0.85958,                 0.8064,                0.88336,                0.51525,                  1.489,                0.87614,                 1.3062,               0.009307,               0.009307,               0.009307
                     16,                 1.3137,                0.72804,                 1.2337,                0.86233,                0.76599,                0.83816,                0.48992,                 1.5035,                0.94235,                 1.3313,              0.0092575,              0.0092575,              0.0092575
                     17,                 1.3127,                0.71621,                  1.227,                0.91466,                0.87542,                 0.9463,                0.55599,                 1.4509,                0.72291,                 1.2666,               0.009208,               0.009208,               0.009208
                     18,                  1.313,                0.70785,                 1.2258,                0.91787,                0.82787,                0.92235,                0.56231,                 1.4178,                0.71377,                 1.2479,              0.0091585,              0.0091585,              0.0091585
                     19,                 1.3037,                0.69396,                 1.2176,                0.91723,                0.83333,                0.92115,                0.56291,                 1.4274,                0.73387,                 1.2737,               0.009109,               0.009109,               0.009109
                     20,                 1.2885,                0.68204,                 1.2109,                0.93304,                0.82155,                0.91905,                 0.5544,                 1.4372,                0.75165,                 1.2813,              0.0090595,              0.0090595,              0.0090595
                     21,                 1.2823,                0.68219,                  1.211,                0.89764,                0.87101,                0.92645,                0.56587,                 1.4216,                0.69277,                 1.2669,                0.00901,                0.00901,                0.00901
                     22,                 1.2793,                0.67258,                 1.2098,                0.92834,                0.89414,                0.96071,                0.59335,                 1.3798,                0.63166,                 1.2582,              0.0089605,              0.0089605,              0.0089605
                     23,                 1.2778,                0.67214,                  1.203,                0.92804,                0.89015,                0.95733,                0.58809,                 1.4068,                0.64404,                 1.2462,               0.008911,               0.008911,               0.008911
                     24,                 1.2684,                0.66129,                 1.1936,                  0.913,                0.89057,                0.94543,                 0.5772,                 1.3926,                0.66342,                 1.2461,              0.0088615,              0.0088615,              0.0088615
                     25,                 1.2734,                0.65491,                 1.1957,                 0.9344,                 0.8771,                0.94739,                0.58719,                 1.4008,                0.64768,                 1.2439,               0.008812,               0.008812,               0.008812
                     26,                 1.2613,                0.64857,                 1.1941,                 0.9035,                0.89839,                0.95113,                0.59614,                 1.3791,                0.63021,                 1.2378,              0.0087625,              0.0087625,              0.0087625
                     27,                  1.252,                0.64026,                 1.1876,                0.91589,                0.89832,                0.95178,                0.59191,                 1.3856,                 0.6289,                 1.2434,               0.008713,               0.008713,               0.008713
                     28,                 1.2434,                 0.6346,                 1.1883,                 0.9025,                0.88826,                0.94955,                0.58268,                 1.4255,                 0.6545,                  1.264,              0.0086635,              0.0086635,              0.0086635
                     29,                 1.2391,                0.63188,                 1.1817,                0.92114,                0.90067,                0.95325,                0.59667,                 1.3819,                0.63036,                 1.2369,               0.008614,               0.008614,               0.008614
                     30,                 1.2391,                0.62486,                 1.1778,                0.93409,                0.88721,                0.95199,                0.58317,                 1.3915,                0.63572,                 1.2408,              0.0085645,              0.0085645,              0.0085645
                     31,                 1.2392,                 0.6233,                 1.1754,                 0.9232,                0.87022,                0.94678,                0.58645,                  1.412,                0.64327,                 1.2546,               0.008515,               0.008515,               0.008515
                     32,                 1.2299,                0.61248,                 1.1777,                0.91117,                0.89799,                0.95268,                0.59062,                  1.363,                0.63014,                 1.2287,              0.0084655,              0.0084655,              0.0084655
                     33,                 1.2233,                0.61365,                 1.1744,                0.93577,                0.88889,                0.95997,                0.60204,                 1.3634,                0.59683,                 1.2369,               0.008416,               0.008416,               0.008416
                     34,                 1.2131,                0.60365,                 1.1677,                0.94959,                0.89731,                0.95931,                0.60509,                 1.3603,                0.59217,                 1.2412,              0.0083665,              0.0083665,              0.0083665
                     35,                 1.2063,                0.60159,                 1.1637,                0.91427,                0.93356,                0.96528,                0.60787,                 1.3653,                0.58456,                  1.228,               0.008317,               0.008317,               0.008317
                     36,                 1.2182,                0.60013,                 1.1652,                0.93301,                0.90067,                0.96092,                0.60859,                 1.3686,                0.58658,                  1.225,              0.0082675,              0.0082675,              0.0082675
                     37,                 1.2051,                0.59787,                 1.1659,                0.93208,                0.92088,                0.95694,                0.60902,                 1.3478,                 0.5854,                 1.2213,               0.008218,               0.008218,               0.008218
                     38,                 1.2059,                0.59614,                  1.167,                0.91668,                0.90751,                0.96293,                0.60874,                 1.3624,                  0.596,                   1.22,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.2047,                0.59398,                 1.1605,                 0.9261,                 0.9072,                0.96187,                0.60643,                 1.3636,                0.57597,                 1.2121,               0.008119,               0.008119,               0.008119
                     40,                 1.1899,                0.58746,                  1.157,                0.93798,                0.94276,                0.97149,                0.61481,                 1.3597,                0.56709,                 1.2091,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.1881,                0.58726,                 1.1538,                0.93149,                0.91246,                0.96794,                0.61506,                 1.3538,                0.56756,                 1.2237,                0.00802,                0.00802,                0.00802
                     42,                 1.1875,                0.57753,                 1.1489,                0.93145,                0.93787,                0.97069,                0.60782,                 1.3598,                0.56731,                 1.2162,              0.0079705,              0.0079705,              0.0079705
                     43,                 1.1845,                0.57499,                 1.1478,                0.92776,                0.91582,                0.96356,                0.60326,                 1.3597,                0.57093,                 1.2282,               0.007921,               0.007921,               0.007921
                     44,                 1.1738,                0.56789,                 1.1469,                0.95088,                0.87994,                0.96047,                0.61206,                 1.3638,                0.56775,                 1.2315,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.1764,                 0.5672,                 1.1445,                0.94524,                0.90087,                0.95888,                0.60867,                 1.3535,                0.57571,                 1.2301,               0.007822,               0.007822,               0.007822
                     46,                 1.1787,                0.56944,                 1.1442,                0.94645,                0.92593,                0.97499,                0.61078,                 1.3697,                0.56643,                  1.217,              0.0077725,              0.0077725,              0.0077725
                     47,                 1.1726,                0.56846,                 1.1455,                0.94722,                0.90641,                 0.9649,                0.61807,                 1.3311,                  0.567,                 1.1994,               0.007723,               0.007723,               0.007723
                     48,                 1.1704,                0.56332,                 1.1424,                0.94829,                0.92618,                0.97007,                0.62032,                 1.3357,                0.55826,                 1.2002,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.1597,                0.55751,                 1.1371,                0.92873,                0.91751,                 0.9619,                0.61936,                 1.3384,                0.56395,                 1.2036,               0.007624,               0.007624,               0.007624
                     50,                 1.1629,                0.55673,                 1.1309,                0.92971,                0.94276,                0.97256,                0.62596,                 1.3298,                0.55261,                 1.2001,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.1667,                0.55768,                 1.1399,                0.94101,                 0.9399,                 0.9758,                0.62335,                 1.3329,                0.53206,                 1.1917,               0.007525,               0.007525,               0.007525
                     52,                 1.1493,                0.55297,                 1.1333,                0.94495,                0.92477,                0.97174,                0.60824,                 1.3534,                0.56178,                 1.2166,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.1535,                0.55587,                 1.1282,                0.94084,                0.91021,                0.96546,                0.61985,                 1.3479,                0.55501,                 1.2204,               0.007426,               0.007426,               0.007426
                     54,                 1.1455,                0.54651,                 1.1254,                0.94393,                0.93528,                0.97077,                0.61529,                 1.3335,                0.53305,                 1.1949,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.1449,                0.54514,                 1.1234,                0.94263,                0.93434,                0.97386,                0.62056,                 1.3296,                0.54129,                 1.2063,               0.007327,               0.007327,               0.007327
                     56,                 1.1455,                0.54693,                 1.1265,                0.94204,                0.93603,                0.97294,                0.62122,                 1.3214,                0.53774,                 1.2007,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.1296,                0.53859,                   1.12,                0.94411,                0.93266,                0.97576,                0.63237,                 1.3273,                0.52885,                 1.2031,               0.007228,               0.007228,               0.007228
                     58,                 1.1337,                0.54007,                 1.1248,                0.94412,                0.93771,                0.96981,                0.62814,                 1.3427,                0.52191,                 1.2051,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.1351,                0.53752,                 1.1209,                0.94888,                0.93755,                0.97255,                0.61591,                 1.3455,                0.52699,                 1.2138,               0.007129,               0.007129,               0.007129
                     60,                 1.1359,                0.53265,                 1.1192,                0.94816,                0.92367,                0.96988,                0.61712,                 1.3541,                0.53502,                 1.2163,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.1246,                0.53067,                 1.1204,                0.95809,                0.92375,                0.96584,                0.62225,                 1.3273,                0.53919,                 1.2147,                0.00703,                0.00703,                0.00703
                     62,                 1.1299,                0.53188,                 1.1231,                0.95205,                0.93603,                0.97689,                0.62539,                 1.3228,                0.52094,                 1.2078,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.1141,                0.52928,                 1.1082,                0.94572,                0.93266,                0.97408,                 0.6426,                 1.3346,                0.51816,                 1.2099,               0.006931,               0.006931,               0.006931
                     64,                 1.1246,                0.52959,                  1.114,                0.94891,                0.93808,                0.97121,                0.62254,                 1.3328,                0.52686,                 1.2116,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.1141,                0.51953,                 1.1118,                0.94718,                0.94108,                0.96888,                0.62304,                 1.3264,                 0.5537,                 1.2078,               0.006832,               0.006832,               0.006832
                     66,                 1.1199,                0.52286,                 1.1128,                0.94529,                0.92761,                0.97294,                0.63052,                 1.3328,                0.51709,                 1.2026,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.1139,                0.52142,                 1.1131,                0.92048,                0.95492,                0.96513,                0.62388,                 1.3218,                0.52387,                 1.2037,               0.006733,               0.006733,               0.006733
                     68,                 1.1111,                0.52411,                 1.1138,                0.95812,                0.92256,                0.97591,                0.63639,                 1.3067,                0.50846,                 1.1948,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.1079,                0.51534,                 1.1065,                0.95375,                0.92761,                0.97388,                0.63449,                  1.334,                0.52299,                 1.2101,               0.006634,               0.006634,               0.006634
                     70,                 1.1078,                0.51653,                 1.1016,                 0.9476,                0.94949,                  0.974,                0.63681,                 1.3191,                0.51231,                 1.1946,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.1027,                 0.5133,                 1.0996,                0.95799,                0.92132,                0.97161,                0.63107,                 1.3291,                0.50595,                  1.203,               0.006535,               0.006535,               0.006535
                     72,                 1.1001,                0.51553,                 1.1047,                0.94217,                0.93771,                0.97173,                0.63553,                 1.3229,                0.51445,                 1.2008,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.0901,                 0.5103,                 1.0976,                0.93267,                0.94781,                 0.9769,                0.64659,                 1.3236,                  0.508,                 1.2071,               0.006436,               0.006436,               0.006436
                     74,                 1.0948,                0.51192,                 1.0992,                0.96137,                0.92169,                0.97099,                0.63831,                 1.3112,                0.50572,                 1.1936,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.1059,                0.51479,                 1.1059,                0.95557,                0.94147,                0.97527,                0.62991,                 1.3335,                0.50764,                 1.2077,               0.006337,               0.006337,               0.006337
                     76,                 1.0817,                0.50728,                 1.0932,                0.95513,                0.93173,                0.97462,                0.62871,                 1.3162,                   0.52,                 1.2043,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.0872,                0.50261,                 1.0913,                0.95888,                0.92593,                 0.9732,                0.63495,                   1.31,                 0.5084,                 1.1898,               0.006238,               0.006238,               0.006238
                     78,                 1.0828,                0.49987,                 1.0956,                0.96855,                0.93314,                0.97315,                0.63863,                 1.3202,                0.48735,                 1.1995,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.0824,                0.49862,                 1.0913,                0.96386,                0.92761,                0.97164,                0.63159,                 1.3375,                0.51093,                   1.21,               0.006139,               0.006139,               0.006139
                     80,                 1.0894,                0.50476,                  1.096,                0.94913,                0.92256,                 0.9738,                0.63184,                 1.3351,                0.50859,                 1.2104,              0.0060895,              0.0060895,              0.0060895
                     81,                  1.075,                0.49693,                 1.0905,                0.93269,                0.93603,                0.97499,                0.63742,                 1.3129,                0.51973,                 1.1979,                0.00604,                0.00604,                0.00604
                     82,                 1.0767,                 0.5004,                 1.0842,                0.95086,                0.94479,                0.97762,                0.64602,                   1.32,                0.49439,                 1.1984,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.0747,                 0.4932,                 1.0846,                0.96201,                  0.938,                 0.9767,                0.63167,                 1.3152,                  0.505,                 1.2086,               0.005941,               0.005941,               0.005941
                     84,                 1.0719,                0.49136,                  1.091,                0.94765,                0.94466,                0.97456,                0.64148,                 1.3091,                0.49403,                 1.1919,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.0611,                0.49205,                 1.0811,                0.95214,                0.94781,                0.97159,                0.63648,                 1.3191,                0.49771,                 1.1889,               0.005842,               0.005842,               0.005842
                     86,                 1.0645,                0.49078,                 1.0855,                0.94057,                0.94949,                0.97365,                0.64079,                 1.3026,                0.48558,                 1.1938,              0.0057925,              0.0057925,              0.0057925
                     87,                  1.067,                0.49052,                 1.0835,                0.95242,                0.94366,                0.97291,                0.63248,                 1.3118,                 0.4892,                 1.1906,               0.005743,               0.005743,               0.005743
                     88,                 1.0613,                0.48804,                 1.0836,                0.93596,                0.94949,                0.97894,                0.64028,                 1.3073,                0.49274,                 1.1986,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.0563,                0.48872,                 1.0813,                 0.9559,                0.94866,                0.97541,                 0.6334,                 1.3257,                 0.5009,                 1.2037,               0.005644,               0.005644,               0.005644
                     90,                 1.0457,                0.48371,                  1.078,                0.93297,                0.96077,                 0.9748,                0.63538,                 1.3222,                0.50466,                 1.2061,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.0573,                0.48504,                 1.0751,                 0.9477,                0.94561,                 0.9743,                0.63514,                 1.3171,                0.50036,                 1.1981,               0.005545,               0.005545,               0.005545
                     92,                 1.0536,                 0.4853,                   1.08,                0.96064,                0.94495,                0.97621,                0.64176,                 1.3127,                0.49273,                 1.2037,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.0489,                0.48186,                 1.0731,                  0.942,                0.95695,                0.97372,                0.63527,                   1.31,                0.49338,                 1.2077,               0.005446,               0.005446,               0.005446
                     94,                 1.0445,                0.47947,                 1.0785,                0.95739,                0.94561,                0.97386,                0.63445,                 1.3157,                0.49479,                 1.2009,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.0432,                0.47829,                 1.0727,                 0.9417,                 0.9518,                0.97452,                0.63743,                 1.3022,                0.49874,                 1.2032,               0.005347,               0.005347,               0.005347
                     96,                 1.0435,                0.47983,                 1.0719,                0.94246,                0.96503,                 0.9813,                0.63883,                 1.3098,                0.49537,                 1.2025,              0.0052975,              0.0052975,              0.0052975
                     97,                  1.045,                0.47564,                 1.0736,                0.95402,                0.94311,                0.97545,                0.64096,                 1.3095,                0.49314,                 1.1997,               0.005248,               0.005248,               0.005248
                     98,                 1.0433,                0.47567,                 1.0698,                0.95964,                0.94781,                0.98033,                0.64036,                 1.3148,                0.48973,                  1.203,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.0343,                0.47121,                 1.0682,                 0.9593,                0.95236,                 0.9785,                0.64201,                 1.2989,                0.48225,                 1.2046,               0.005149,               0.005149,               0.005149
                    100,                   1.03,                0.46988,                 1.0626,                0.97381,                0.93905,                0.97704,                0.64388,                 1.3013,                0.48384,                 1.1924,              0.0050995,              0.0050995,              0.0050995
                    101,                  1.025,                 0.4668,                 1.0634,                0.95297,                0.95514,                0.97859,                0.64493,                 1.2984,                0.47652,                  1.199,                0.00505,                0.00505,                0.00505
                    102,                 1.0339,                0.47166,                 1.0664,                 0.9664,                0.94949,                0.97881,                0.63981,                 1.3025,                0.47417,                 1.2055,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.0316,                0.46723,                 1.0635,                0.95925,                0.95118,                0.97362,                0.64504,                 1.2993,                 0.4789,                 1.2022,               0.004951,               0.004951,               0.004951
                    104,                  1.032,                0.46729,                 1.0618,                0.95005,                0.96057,                0.97745,                0.63993,                 1.3027,                  0.478,                 1.1952,              0.0049015,              0.0049015,              0.0049015
                    105,                  1.026,                0.46627,                  1.061,                0.97292,                0.94613,                0.97742,                0.63864,                 1.3024,                0.47599,                 1.2044,               0.004852,               0.004852,               0.004852
                    106,                 1.0157,                0.46212,                 1.0582,                0.95299,                 0.9596,                0.97482,                0.63785,                 1.3128,                0.48418,                 1.2014,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.0161,                0.46061,                 1.0615,                 0.9591,                0.94748,                0.97694,                0.64928,                 1.2854,                0.47165,                 1.1911,               0.004753,               0.004753,               0.004753
                    108,                 1.0064,                0.45884,                 1.0537,                0.95883,                 0.9596,                0.97815,                0.64602,                 1.3041,                0.46724,                 1.1982,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.0144,                0.45903,                 1.0571,                0.96177,                0.95286,                0.97275,                0.64512,                 1.2925,                0.48013,                 1.1901,               0.004654,               0.004654,               0.004654
                    110,                 1.0017,                0.45494,                 1.0562,                0.95611,                0.95342,                 0.9735,                0.64572,                 1.2962,                 0.4742,                 1.2004,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.0097,                0.45659,                   1.06,                0.95285,                0.95455,                0.97306,                0.64656,                 1.3017,                0.46928,                 1.2046,               0.004555,               0.004555,               0.004555
                    112,                0.99934,                0.45037,                 1.0486,                0.96081,                0.94926,                0.97427,                0.64441,                  1.304,                0.48264,                 1.1987,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.0115,                0.45903,                 1.0576,                0.95288,                0.95286,                0.97191,                0.64712,                 1.2991,                0.47299,                  1.195,               0.004456,               0.004456,               0.004456
                    114,                 1.0017,                0.45409,                  1.051,                0.95814,                0.94613,                0.97527,                0.65058,                 1.3002,                0.47338,                 1.1966,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.0025,                0.45211,                 1.0464,                0.95727,                0.94281,                 0.9729,                0.65137,                 1.2966,                0.47597,                 1.1936,               0.004357,               0.004357,               0.004357
                    116,                0.99458,                 0.4493,                  1.044,                0.93454,                0.96131,                0.97609,                0.64707,                 1.2928,                0.48335,                 1.1903,              0.0043075,              0.0043075,              0.0043075
                    117,                0.99922,                 0.4466,                 1.0476,                0.94185,                0.95286,                 0.9743,                 0.6434,                 1.2973,                0.47798,                 1.1941,               0.004258,               0.004258,               0.004258
                    118,                0.99224,                0.44743,                 1.0462,                0.95278,                0.95116,                0.97424,                0.64533,                 1.3034,                0.48108,                 1.1973,              0.0042085,              0.0042085,              0.0042085
                    119,                0.98821,                0.44654,                 1.0395,                0.95133,                0.95118,                0.97053,                0.64888,                 1.3007,                 0.4685,                 1.1941,               0.004159,               0.004159,               0.004159
                    120,                0.99481,                  0.449,                 1.0415,                0.95088,                0.94511,                 0.9763,                0.64226,                 1.3033,                0.48316,                 1.1991,              0.0041095,              0.0041095,              0.0041095
                    121,                0.98012,                0.44182,                 1.0379,                0.94768,                0.94533,                0.97682,                0.65205,                 1.2961,                0.48132,                 1.1954,                0.00406,                0.00406,                0.00406
                    122,                0.98706,                0.44878,                 1.0419,                0.94272,                0.95791,                0.97835,                0.65209,                 1.2992,                0.47606,                 1.1988,              0.0040105,              0.0040105,              0.0040105
                    123,                0.97752,                0.43976,                 1.0344,                0.93754,                0.96027,                0.97739,                0.64882,                 1.3104,                0.47583,                 1.2021,               0.003961,               0.003961,               0.003961
                    124,                0.97744,                0.44001,                 1.0318,                0.94323,                0.96128,                0.97825,                0.64442,                 1.3087,                0.48162,                 1.2015,              0.0039115,              0.0039115,              0.0039115
                    125,                0.97494,                0.43991,                 1.0371,                0.95975,                0.94613,                0.97975,                0.65221,                 1.3016,                0.48424,                 1.1954,               0.003862,               0.003862,               0.003862
                    126,                0.98403,                0.44869,                 1.0408,                0.94377,                0.96296,                0.97875,                0.65243,                 1.2926,                0.47635,                 1.1909,              0.0038125,              0.0038125,              0.0038125
                    127,                0.97889,                0.44129,                 1.0375,                0.94805,                0.96296,                0.97858,                0.64792,                 1.2967,                0.47588,                 1.1952,               0.003763,               0.003763,               0.003763
                    128,                0.97158,                0.43859,                 1.0365,                0.95423,                0.94766,                 0.9789,                 0.6514,                 1.2878,                0.47444,                  1.195,              0.0037135,              0.0037135,              0.0037135
                    129,                0.97214,                0.43649,                  1.042,                0.94856,                0.95118,                0.97801,                0.65129,                 1.2923,                0.47643,                  1.198,               0.003664,               0.003664,               0.003664
                    130,                0.96714,                0.43582,                 1.0337,                0.95386,                0.95118,                 0.9787,                0.65125,                 1.2909,                0.47759,                 1.1992,              0.0036145,              0.0036145,              0.0036145
                    131,                0.95406,                0.43224,                 1.0284,                0.95752,                 0.9487,                0.97698,                0.65491,                 1.2797,                0.47941,                 1.1959,               0.003565,               0.003565,               0.003565
                    132,                0.96687,                 0.4328,                 1.0352,                0.96081,                0.94929,                0.97642,                0.65516,                 1.2919,                0.47609,                 1.2012,              0.0035155,              0.0035155,              0.0035155
                    133,                 0.9563,                0.43109,                 1.0304,                0.95307,                0.95791,                0.97527,                0.65384,                   1.29,                0.46825,                 1.1963,               0.003466,               0.003466,               0.003466
                    134,                0.95816,                0.43078,                 1.0313,                0.95816,                0.94949,                0.97634,                0.65483,                 1.2917,                0.47176,                 1.1996,              0.0034165,              0.0034165,              0.0034165
                    135,                0.95795,                0.43266,                 1.0268,                0.95111,                0.94949,                0.97422,                0.65013,                  1.298,                0.47257,                 1.1987,               0.003367,               0.003367,               0.003367
                    136,                 0.9622,                0.42903,                 1.0301,                0.95443,                0.94949,                0.97453,                0.65069,                 1.3002,                0.47083,                  1.201,              0.0033175,              0.0033175,              0.0033175
                    137,                0.95482,                0.42914,                 1.0251,                0.94987,                0.95702,                0.97666,                0.65088,                 1.3031,                0.46996,                 1.2024,               0.003268,               0.003268,               0.003268
                    138,                0.94996,                0.42544,                  1.026,                0.95937,                0.95393,                0.97758,                0.65216,                 1.2996,                0.46528,                 1.1974,              0.0032185,              0.0032185,              0.0032185
                    139,                0.93978,                0.42479,                 1.0181,                0.96092,                0.95197,                0.97635,                 0.6557,                 1.2977,                0.46715,                 1.2004,               0.003169,               0.003169,               0.003169
                    140,                0.94656,                0.42538,                 1.0256,                0.94833,                0.95792,                0.97834,                 0.6533,                 1.3016,                0.47203,                 1.2034,              0.0031195,              0.0031195,              0.0031195
                    141,                0.94541,                0.42027,                  1.021,                0.95198,                 0.9596,                0.97723,                0.65328,                 1.3022,                0.46651,                 1.2052,                0.00307,                0.00307,                0.00307
                    142,                0.94789,                0.42506,                  1.022,                0.96404,                0.95455,                0.97823,                0.64915,                 1.3052,                0.46923,                 1.2072,              0.0030205,              0.0030205,              0.0030205
                    143,                0.93912,                0.42123,                 1.0182,                0.97233,                0.95455,                0.97761,                0.64976,                 1.2995,                0.47137,                 1.2017,               0.002971,               0.002971,               0.002971
                    144,                0.94568,                0.42124,                 1.0172,                0.96904,                0.94835,                0.97535,                0.65059,                 1.2947,                0.46735,                 1.1962,              0.0029215,              0.0029215,              0.0029215
                    145,                0.92635,                0.41754,                 1.0159,                0.96065,                0.94519,                0.97639,                0.64779,                 1.2942,                0.46697,                 1.1977,               0.002872,               0.002872,               0.002872
                    146,                0.92755,                0.41377,                 1.0143,                0.95158,                0.95942,                0.97702,                0.64955,                 1.3012,                0.47471,                 1.2024,              0.0028225,              0.0028225,              0.0028225
                    147,                0.92442,                0.41397,                 1.0088,                0.96183,                0.94949,                0.97824,                0.64956,                 1.3027,                0.47293,                 1.2032,               0.002773,               0.002773,               0.002773
                    148,                0.92759,                0.41687,                 1.0165,                0.95772,                 0.9596,                0.97785,                0.64722,                 1.3036,                0.46666,                  1.208,              0.0027235,              0.0027235,              0.0027235
                    149,                0.93672,                0.41592,                 1.0153,                0.95931,                0.95791,                0.97656,                0.64691,                 1.2969,                0.47034,                 1.2034,               0.002674,               0.002674,               0.002674
                    150,                0.93069,                0.41443,                 1.0128,                0.96072,                0.95118,                0.97479,                 0.6471,                 1.3018,                0.46875,                 1.2062,              0.0026245,              0.0026245,              0.0026245
                    151,                0.91943,                0.41121,                   1.01,                0.95649,                0.95455,                0.97544,                0.64975,                 1.2987,                0.46678,                 1.2059,               0.002575,               0.002575,               0.002575
                    152,                 0.9185,                0.41003,                 1.0071,                 0.9608,                0.94909,                0.97673,                0.65223,                 1.2981,                0.46528,                 1.2074,              0.0025255,              0.0025255,              0.0025255
                    153,                0.91566,                0.40798,                 1.0109,                0.96013,                0.95118,                0.97696,                0.65113,                 1.2908,                0.46378,                 1.2064,               0.002476,               0.002476,               0.002476
                    154,                0.92313,                0.41078,                 1.0073,                0.95594,                0.94949,                 0.9752,                0.65212,                 1.2907,                0.46253,                 1.2037,              0.0024265,              0.0024265,              0.0024265
                    155,                0.91382,                0.40705,                 1.0087,                0.96581,                0.94276,                0.97463,                0.65268,                 1.2976,                0.46633,                 1.2082,               0.002377,               0.002377,               0.002377
