                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.0633,                0.50109,                 1.0943,                0.92049,                0.94805,                0.94383,                 0.6311,                 1.1672,                0.48709,                 1.1552,              0.0070894,              0.0070894,              0.0070894
                    149,                 1.0551,                0.50107,                 1.0946,                0.91641,                0.95376,                0.94257,                0.63021,                 1.1637,                0.48276,                 1.1528,              0.0070696,              0.0070696,              0.0070696
                    150,                 1.0652,                0.50211,                 1.1026,                0.91965,                0.94798,                0.94127,                0.62939,                 1.1656,                0.47949,                 1.1542,              0.0070498,              0.0070498,              0.0070498
                    151,                 1.0561,                0.50213,                 1.0963,                0.92403,                0.94894,                 0.9472,                0.63247,                 1.1706,                0.47944,                 1.1581,                0.00703,                0.00703,                0.00703
                    152,                  1.059,                0.49659,                 1.0938,                0.92119,                0.95087,                 0.9364,                0.62399,                 1.1658,                0.48669,                 1.1577,              0.0070102,              0.0070102,              0.0070102
                    153,                 1.0578,                 0.5004,                 1.0928,                0.92723,                0.94519,                0.94356,                0.62702,                 1.1641,                0.48639,                 1.1527,              0.0069904,              0.0069904,              0.0069904
                    154,                 1.0601,                0.50048,                 1.0917,                0.92069,                0.95183,                0.94081,                0.62654,                 1.1658,                0.48534,                 1.1511,              0.0069706,              0.0069706,              0.0069706
                    155,                 1.0562,                0.49767,                 1.0951,                0.93834,                0.93738,                0.94402,                0.62794,                 1.1612,                0.48051,                 1.1498,              0.0069508,              0.0069508,              0.0069508
                    156,                 1.0509,                 0.4924,                 1.0888,                0.94111,                0.93909,                0.94746,                0.63322,                 1.1526,                0.47857,                 1.1446,               0.006931,               0.006931,               0.006931
                    157,                 1.0538,                0.49725,                 1.0899,                0.92901,                0.95087,                  0.947,                0.63707,                 1.1536,                0.47499,                 1.1427,              0.0069112,              0.0069112,              0.0069112
                    158,                 1.0552,                0.49524,                 1.0883,                 0.9332,                0.95561,                0.94995,                0.63757,                 1.1494,                0.47233,                 1.1393,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.0482,                0.49822,                 1.0926,                0.93978,                0.95472,                 0.9516,                0.64054,                 1.1438,                0.46564,                 1.1389,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.0428,                0.49255,                 1.0829,                 0.9288,                0.95517,                0.94847,                  0.638,                 1.1454,                0.46955,                 1.1398,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.0581,                0.49596,                 1.0886,                  0.938,                0.94743,                0.94783,                0.63831,                 1.1417,                0.46496,                  1.137,               0.006832,               0.006832,               0.006832
                    162,                 1.0462,                0.49116,                 1.0886,                0.93587,                0.95602,                0.94929,                0.63934,                 1.1394,                0.46285,                  1.134,              0.0068122,              0.0068122,              0.0068122
                    163,                 1.0504,                0.49163,                 1.0867,                0.93621,                0.96141,                0.95244,                0.63938,                 1.1398,                0.46535,                 1.1351,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.0382,                0.48784,                 1.0829,                0.93121,                0.95954,                0.94822,                 0.6368,                 1.1419,                0.46758,                 1.1345,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.0393,                0.48992,                 1.0776,                0.92816,                0.96339,                0.94191,                0.63324,                 1.1427,                0.47282,                 1.1358,              0.0067528,              0.0067528,              0.0067528
                    166,                 1.0447,                0.49276,                 1.0856,                0.93283,                0.96332,                0.94582,                0.63675,                 1.1443,                0.47016,                 1.1363,               0.006733,               0.006733,               0.006733
                    167,                 1.0437,                0.49391,                  1.083,                0.93146,                0.95583,                0.94734,                0.64326,                 1.1379,                0.46839,                 1.1318,              0.0067132,              0.0067132,              0.0067132
                    168,                 1.0319,                0.48934,                 1.0809,                0.93566,                0.94894,                0.94971,                0.64757,                 1.1314,                0.46657,                 1.1315,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.0312,                0.48704,                 1.0812,                0.93843,                0.94605,                0.94482,                 0.6461,                 1.1269,                0.46618,                 1.1292,              0.0066736,              0.0066736,              0.0066736
                    170,                 1.0408,                0.48939,                 1.0861,                0.94501,                0.94363,                0.94663,                0.64803,                 1.1235,                0.46451,                 1.1268,              0.0066538,              0.0066538,              0.0066538
                    171,                 1.0345,                0.48536,                 1.0788,                0.93718,                0.94851,                0.94531,                0.64499,                 1.1232,                0.46235,                 1.1266,               0.006634,               0.006634,               0.006634
                    172,                 1.0381,                0.48931,                   1.08,                0.93894,                0.94814,                0.94824,                0.64877,                 1.1214,                0.46165,                 1.1255,              0.0066142,              0.0066142,              0.0066142
                    173,                 1.0396,                0.49026,                  1.083,                0.92906,                0.94894,                0.94437,                0.64803,                 1.1214,                0.45988,                 1.1236,              0.0065944,              0.0065944,              0.0065944
                    174,                   1.04,                0.49095,                 1.0819,                 0.9311,                0.95044,                0.94425,                0.64625,                 1.1166,                0.45926,                 1.1223,              0.0065746,              0.0065746,              0.0065746
                    175,                 1.0289,                0.48397,                  1.078,                 0.9321,                0.95279,                0.94367,                0.64632,                 1.1143,                0.46014,                 1.1221,              0.0065548,              0.0065548,              0.0065548
                    176,                 1.0294,                0.48286,                 1.0789,                0.93294,                0.95152,                0.94275,                 0.6456,                 1.1107,                 0.4607,                 1.1187,               0.006535,               0.006535,               0.006535
                    177,                 1.0273,                0.47827,                 1.0727,                0.93656,                 0.9499,                0.94399,                0.64896,                 1.1083,                0.45865,                 1.1164,              0.0065152,              0.0065152,              0.0065152
                    178,                 1.0294,                 0.4811,                 1.0769,                0.93538,                0.94822,                0.94404,                0.65007,                 1.1107,                0.45663,                 1.1174,              0.0064954,              0.0064954,              0.0064954
                    179,                 1.0287,                0.48197,                 1.0791,                0.94059,                0.94563,                0.94206,                0.64772,                 1.1096,                 0.4559,                  1.117,              0.0064756,              0.0064756,              0.0064756
                    180,                 1.0237,                0.48282,                 1.0753,                0.94513,                0.94592,                0.94327,                0.64748,                 1.1074,                0.45316,                 1.1162,              0.0064558,              0.0064558,              0.0064558
                    181,                 1.0323,                 0.4827,                 1.0754,                0.94709,                0.94848,                0.94787,                0.64927,                 1.1073,                0.45206,                 1.1161,               0.006436,               0.006436,               0.006436
                    182,                 1.0274,                0.48186,                 1.0753,                0.94545,                0.94798,                0.94686,                0.64915,                 1.1057,                0.45199,                 1.1135,              0.0064162,              0.0064162,              0.0064162
                    183,                 1.0235,                0.47826,                 1.0801,                0.94021,                0.95279,                0.94468,                0.65121,                 1.1017,                 0.4532,                 1.1121,              0.0063964,              0.0063964,              0.0063964
                    184,                  1.029,                0.48132,                 1.0823,                0.94012,                0.95296,                0.94783,                0.65428,                 1.0999,                0.45386,                 1.1113,              0.0063766,              0.0063766,              0.0063766
                    185,                 1.0326,                0.48123,                 1.0727,                0.93672,                 0.9555,                0.94541,                0.65002,                    1.1,                0.45529,                 1.1113,              0.0063568,              0.0063568,              0.0063568
                    186,                 1.0193,                0.48171,                 1.0724,                0.93575,                0.95568,                0.94175,                0.64815,                  1.098,                0.45621,                 1.1117,               0.006337,               0.006337,               0.006337
                    187,                 1.0234,                0.47711,                   1.07,                0.93772,                0.95472,                0.94425,                0.65129,                 1.0954,                0.45504,                 1.1114,              0.0063172,              0.0063172,              0.0063172
                    188,                 1.0125,                0.47562,                 1.0663,                0.93597,                0.95568,                0.94562,                0.65343,                 1.0958,                0.45544,                 1.1111,              0.0062974,              0.0062974,              0.0062974
                    189,                 1.0124,                0.47196,                 1.0653,                0.93502,                0.95648,                0.94591,                0.65481,                 1.0953,                0.45522,                 1.1099,              0.0062776,              0.0062776,              0.0062776
                    190,                 1.0173,                0.47296,                 1.0701,                0.93666,                0.95568,                0.94516,                0.65196,                 1.0944,                0.45474,                 1.1086,              0.0062578,              0.0062578,              0.0062578
                    191,                  1.014,                0.47312,                 1.0653,                0.93278,                0.95665,                0.94432,                0.64993,                 1.0938,                0.45322,                 1.1081,               0.006238,               0.006238,               0.006238
                    192,                 1.0247,                0.47942,                 1.0773,                0.92735,                0.96435,                0.94403,                0.65313,                 1.0932,                0.45141,                  1.108,              0.0062182,              0.0062182,              0.0062182
                    193,                  1.005,                0.47074,                 1.0671,                0.92772,                0.96532,                0.94565,                0.65387,                 1.0917,                0.45204,                 1.1065,              0.0061984,              0.0061984,              0.0061984
                    194,                 1.0143,                0.47503,                 1.0662,                0.93103,                0.96233,                0.94614,                 0.6552,                   1.09,                0.45019,                 1.1056,              0.0061786,              0.0061786,              0.0061786
                    195,                 1.0133,                0.47621,                 1.0639,                0.93384,                0.96554,                0.94737,                0.65496,                 1.0896,                0.44896,                 1.1054,              0.0061588,              0.0061588,              0.0061588
                    196,                 1.0174,                0.47528,                 1.0618,                0.93472,                0.96562,                0.94748,                0.65469,                 1.0888,                0.44925,                 1.1046,               0.006139,               0.006139,               0.006139
                    197,                 1.0036,                0.46887,                 1.0635,                0.93225,                0.96628,                0.94954,                0.65592,                  1.088,                0.44664,                 1.1047,              0.0061192,              0.0061192,              0.0061192
                    198,                 1.0071,                0.47143,                 1.0652,                0.93418,                0.96628,                0.95073,                 0.6576,                 1.0885,                0.44488,                 1.1052,              0.0060994,              0.0060994,              0.0060994
                    199,                 1.0029,                0.47041,                 1.0633,                0.93108,                 0.9631,                0.94681,                0.65692,                 1.0861,                 0.4433,                 1.1047,              0.0060796,              0.0060796,              0.0060796
                    200,                 1.0062,                0.46756,                 1.0596,                0.92848,                0.96298,                 0.9455,                0.65776,                 1.0848,                0.44329,                 1.1038,              0.0060598,              0.0060598,              0.0060598
                    201,                 1.0112,                0.47168,                 1.0626,                0.93102,                0.95857,                0.94533,                0.65714,                 1.0816,                0.44414,                  1.102,                0.00604,                0.00604,                0.00604
                    202,                 1.0096,                0.47112,                 1.0598,                0.92978,                0.95665,                0.94066,                0.65583,                 1.0824,                0.44494,                  1.102,              0.0060202,              0.0060202,              0.0060202
                    203,                  1.005,                 0.4726,                 1.0587,                0.93066,                0.95686,                0.94387,                0.65678,                 1.0823,                0.44439,                 1.1017,              0.0060004,              0.0060004,              0.0060004
                    204,                0.99552,                0.46712,                 1.0605,                0.93693,                0.95376,                0.94799,                0.66018,                 1.0825,                0.44313,                 1.1023,              0.0059806,              0.0059806,              0.0059806
                    205,                0.99643,                0.46403,                  1.059,                0.93577,                0.95447,                0.94809,                0.66012,                 1.0829,                0.44386,                 1.1025,              0.0059608,              0.0059608,              0.0059608
                    206,                 1.0021,                0.47264,                 1.0665,                0.93984,                0.95376,                0.94994,                0.66367,                 1.0812,                0.44322,                 1.1024,               0.005941,               0.005941,               0.005941
                    207,                 1.0063,                0.46855,                 1.0599,                0.93936,                0.95508,                0.94997,                 0.6632,                 1.0779,                0.44236,                 1.1006,              0.0059212,              0.0059212,              0.0059212
                    208,                0.99652,                 0.4635,                 1.0562,                0.94045,                 0.9585,                0.95282,                0.66362,                 1.0788,                0.43985,                 1.1008,              0.0059014,              0.0059014,              0.0059014
                    209,                0.99862,                 0.4671,                 1.0595,                0.93479,                0.95857,                0.95024,                0.66394,                 1.0772,                0.43988,                 1.0993,              0.0058816,              0.0058816,              0.0058816
                    210,                0.99549,                0.46172,                 1.0561,                0.93836,                0.95761,                0.94866,                0.66495,                 1.0753,                0.44095,                 1.0988,              0.0058618,              0.0058618,              0.0058618
                    211,                0.99854,                0.46606,                 1.0572,                0.93689,                0.95826,                0.94756,                 0.6637,                 1.0745,                0.43982,                 1.0989,               0.005842,               0.005842,               0.005842
                    212,                 0.9945,                0.46503,                 1.0528,                0.93687,                0.95788,                0.94697,                0.66212,                 1.0743,                0.44081,                 1.0987,              0.0058222,              0.0058222,              0.0058222
                    213,                0.99002,                0.46535,                 1.0575,                0.93784,                0.95926,                0.94442,                0.66193,                 1.0734,                0.43947,                 1.0983,              0.0058024,              0.0058024,              0.0058024
                    214,                0.98895,                0.45895,                  1.056,                0.93967,                0.96037,                0.94537,                0.66198,                 1.0756,                0.43797,                 1.0992,              0.0057826,              0.0057826,              0.0057826
                    215,                0.99496,                0.46318,                 1.0605,                0.93748,                0.96146,                0.94669,                0.66386,                 1.0744,                0.43694,                 1.0988,              0.0057628,              0.0057628,              0.0057628
                    216,                0.98897,                0.46344,                 1.0564,                0.93513,                0.96146,                0.94654,                0.66529,                 1.0729,                0.43734,                  1.098,               0.005743,               0.005743,               0.005743
                    217,                0.98239,                0.45733,                 1.0584,                0.93365,                0.96249,                0.94572,                0.66378,                 1.0723,                0.43596,                  1.099,              0.0057232,              0.0057232,              0.0057232
                    218,                0.98487,                0.46383,                  1.059,                0.93558,                0.95954,                0.94647,                0.66571,                 1.0721,                0.43392,                 1.0985,              0.0057034,              0.0057034,              0.0057034
                    219,                0.98082,                0.46054,                  1.053,                0.93633,                0.95954,                0.94725,                0.66636,                 1.0711,                0.43377,                 1.0981,              0.0056836,              0.0056836,              0.0056836
                    220,                0.98092,                0.45757,                 1.0513,                0.93809,                0.95954,                 0.9479,                 0.6666,                 1.0693,                 0.4332,                 1.0972,              0.0056638,              0.0056638,              0.0056638
                    221,                0.98964,                0.46148,                 1.0499,                0.93698,                0.95962,                0.94771,                0.66684,                 1.0692,                 0.4348,                  1.097,               0.005644,               0.005644,               0.005644
                    222,                0.98475,                 0.4555,                 1.0501,                0.93441,                0.96243,                  0.946,                0.66576,                 1.0689,                 0.4352,                 1.0965,              0.0056242,              0.0056242,              0.0056242
                    223,                0.98156,                0.45655,                 1.0507,                0.93372,                0.95857,                0.94364,                0.66503,                 1.0677,                 0.4353,                 1.0955,              0.0056044,              0.0056044,              0.0056044
                    224,                0.98376,                0.45687,                 1.0524,                0.93295,                0.95761,                 0.9435,                0.66505,                 1.0682,                0.43452,                 1.0957,              0.0055846,              0.0055846,              0.0055846
                    225,                0.97229,                 0.4564,                 1.0456,                0.93239,                0.95761,                0.94475,                0.66625,                 1.0684,                0.43462,                 1.0961,              0.0055648,              0.0055648,              0.0055648
                    226,                0.98497,                0.45331,                 1.0482,                0.93363,                0.95761,                0.94356,                0.66606,                 1.0684,                 0.4333,                 1.0965,               0.005545,               0.005545,               0.005545
                    227,                0.98289,                0.45998,                 1.0505,                0.93162,                 0.9582,                 0.9437,                 0.6651,                  1.068,                0.43251,                 1.0964,              0.0055252,              0.0055252,              0.0055252
                    228,                0.97858,                0.45686,                 1.0487,                0.93419,                0.95723,                0.94124,                0.66234,                 1.0674,                0.43314,                 1.0956,              0.0055054,              0.0055054,              0.0055054
                    229,                0.97355,                0.45457,                 1.0497,                0.93521,                0.95761,                0.94126,                0.66228,                 1.0664,                0.43273,                 1.0951,              0.0054856,              0.0054856,              0.0054856
                    230,                 0.9829,                 0.4592,                 1.0499,                0.93588,                0.95761,                0.94373,                0.66329,                 1.0666,                0.43195,                  1.095,              0.0054658,              0.0054658,              0.0054658
                    231,                0.97681,                0.45971,                 1.0474,                0.93391,                0.95954,                0.94444,                0.66296,                 1.0658,                0.43187,                 1.0944,               0.005446,               0.005446,               0.005446
                    232,                0.97032,                0.45058,                 1.0432,                0.93138,                0.95857,                0.94225,                 0.6632,                  1.065,                0.43095,                 1.0938,              0.0054262,              0.0054262,              0.0054262
                    233,                0.96978,                0.45241,                 1.0489,                 0.9346,                0.95857,                0.94305,                0.66313,                 1.0629,                0.42927,                 1.0926,              0.0054064,              0.0054064,              0.0054064
                    234,                0.96029,                0.44692,                  1.043,                0.93459,                0.95761,                 0.9445,                0.66382,                 1.0629,                0.42882,                 1.0927,              0.0053866,              0.0053866,              0.0053866
                    235,                  0.964,                0.45225,                 1.0462,                0.93345,                0.95943,                0.94535,                 0.6641,                 1.0628,                0.42873,                 1.0921,              0.0053668,              0.0053668,              0.0053668
                    236,                0.97611,                0.45392,                 1.0459,                0.93257,                0.95929,                0.94548,                0.66509,                 1.0611,                 0.4285,                 1.0915,               0.005347,               0.005347,               0.005347
                    237,                0.97814,                0.45294,                 1.0467,                0.93504,                 0.9568,                0.94541,                0.66429,                 1.0605,                0.42877,                 1.0909,              0.0053272,              0.0053272,              0.0053272
                    238,                0.97265,                0.45186,                 1.0467,                0.93417,                0.95695,                 0.9441,                0.66417,                 1.0604,                0.42866,                 1.0908,              0.0053074,              0.0053074,              0.0053074
                    239,                0.97038,                0.45303,                 1.0457,                0.93573,                0.95665,                0.94501,                0.66461,                 1.0594,                0.43007,                 1.0905,              0.0052876,              0.0052876,              0.0052876
                    240,                0.95695,                0.44777,                 1.0426,                0.93394,                0.95857,                0.94404,                0.66409,                 1.0584,                0.42963,                 1.0902,              0.0052678,              0.0052678,              0.0052678
                    241,                0.97297,                0.45087,                 1.0412,                 0.9333,                0.95703,                0.94278,                0.66312,                 1.0589,                0.42977,                 1.0901,               0.005248,               0.005248,               0.005248
                    242,                0.96747,                0.44901,                 1.0422,                0.93743,                 0.9526,                0.94327,                0.66428,                 1.0576,                0.42992,                 1.0894,              0.0052282,              0.0052282,              0.0052282
                    243,                0.97114,                0.44992,                 1.0457,                0.93263,                0.96017,                 0.9432,                0.66446,                 1.0565,                0.42953,                 1.0889,              0.0052084,              0.0052084,              0.0052084
                    244,                0.96513,                0.44898,                 1.0386,                 0.9342,                 0.9605,                0.94331,                 0.6655,                 1.0557,                0.42899,                  1.089,              0.0051886,              0.0051886,              0.0051886
                    245,                0.96762,                0.44749,                 1.0373,                0.93023,                0.96336,                 0.9433,                0.66511,                 1.0548,                0.42885,                 1.0883,              0.0051688,              0.0051688,              0.0051688
                    246,                0.96283,                 0.4505,                 1.0421,                0.93271,                0.96151,                  0.943,                0.66546,                 1.0542,                0.42884,                 1.0879,               0.005149,               0.005149,               0.005149
                    247,                0.95495,                0.44662,                 1.0312,                0.93528,                0.96068,                0.94402,                0.66743,                 1.0534,                0.42771,                 1.0877,              0.0051292,              0.0051292,              0.0051292
                    248,                0.96197,                0.44608,                 1.0387,                0.93826,                0.95761,                0.94596,                 0.6677,                 1.0535,                 0.4273,                 1.0876,              0.0051094,              0.0051094,              0.0051094
                    249,                0.95674,                0.44207,                 1.0366,                0.93764,                0.95606,                0.94318,                0.66633,                 1.0534,                0.42716,                 1.0877,              0.0050896,              0.0050896,              0.0050896
                    250,                0.96484,                0.44758,                 1.0385,                0.93299,                0.96243,                0.94216,                0.66555,                 1.0521,                0.42809,                 1.0869,              0.0050698,              0.0050698,              0.0050698
                    251,                0.95866,                0.44534,                 1.0364,                0.93617,                0.95568,                0.94324,                 0.6665,                 1.0524,                0.42793,                 1.0871,                0.00505,                0.00505,                0.00505
                    252,                 0.9506,                0.43928,                 1.0335,                0.93668,                0.95568,                0.94339,                0.66671,                  1.052,                0.42707,                 1.0868,              0.0050302,              0.0050302,              0.0050302
                    253,                0.95396,                0.44049,                 1.0353,                0.93759,                0.95568,                0.94314,                0.66766,                 1.0516,                0.42838,                 1.0864,              0.0050104,              0.0050104,              0.0050104
                    254,                0.94924,                0.44361,                 1.0365,                0.93579,                0.95475,                0.94257,                0.66741,                 1.0513,                0.42691,                 1.0862,              0.0049906,              0.0049906,              0.0049906
                    255,                0.95332,                0.44132,                 1.0332,                0.93756,                0.95473,                0.94244,                0.66785,                 1.0507,                0.42703,                  1.086,              0.0049708,              0.0049708,              0.0049708
                    256,                0.94557,                0.44032,                 1.0336,                0.93843,                0.95441,                0.94201,                0.66831,                   1.05,                0.42671,                 1.0861,               0.004951,               0.004951,               0.004951
                    257,                0.95187,                0.44093,                 1.0305,                0.93916,                0.95568,                 0.9436,                0.67022,                 1.0499,                0.42639,                 1.0863,              0.0049312,              0.0049312,              0.0049312
                    258,                0.94929,                 0.4422,                 1.0366,                0.93928,                0.95568,                0.94448,                0.67103,                 1.0495,                  0.427,                 1.0851,              0.0049114,              0.0049114,              0.0049114
                    259,                0.95403,                0.43819,                 1.0325,                 0.9379,                0.95472,                 0.9454,                0.67059,                  1.049,                0.42716,                 1.0849,              0.0048916,              0.0048916,              0.0048916
                    260,                0.95639,                0.44639,                 1.0356,                0.93819,                0.95472,                0.94401,                0.67085,                 1.0488,                0.42691,                 1.0857,              0.0048718,              0.0048718,              0.0048718
                    261,                0.95308,                0.44413,                 1.0331,                0.93769,                0.95472,                0.94461,                0.67086,                 1.0476,                0.42724,                 1.0842,               0.004852,               0.004852,               0.004852
                    262,                0.95253,                0.44246,                 1.0377,                0.93943,                0.95376,                0.94444,                0.67145,                 1.0479,                0.42726,                 1.0843,              0.0048322,              0.0048322,              0.0048322
                    263,                0.94073,                0.43757,                 1.0316,                0.93712,                0.95472,                0.94474,                0.67203,                 1.0475,                 0.4272,                 1.0837,              0.0048124,              0.0048124,              0.0048124
                    264,                0.94257,                0.43694,                 1.0309,                 0.9377,                0.95706,                0.94314,                 0.6712,                 1.0469,                0.42666,                 1.0834,              0.0047926,              0.0047926,              0.0047926
                    265,                0.93887,                0.43535,                 1.0251,                0.94028,                0.95566,                 0.9433,                0.67111,                 1.0474,                0.42693,                 1.0836,              0.0047728,              0.0047728,              0.0047728
                    266,                0.94268,                0.43681,                 1.0326,                0.94059,                0.95472,                0.94392,                 0.6718,                 1.0469,                0.42673,                 1.0834,               0.004753,               0.004753,               0.004753
                    267,                0.93874,                0.43522,                 1.0282,                0.94054,                0.95665,                0.94433,                0.67244,                 1.0465,                0.42682,                 1.0832,              0.0047332,              0.0047332,              0.0047332
                    268,                0.94053,                0.43741,                 1.0291,                0.94128,                0.95739,                0.94429,                0.67147,                  1.046,                0.42655,                 1.0826,              0.0047134,              0.0047134,              0.0047134
                    269,                0.94484,                0.43736,                 1.0305,                0.94479,                0.95626,                0.94366,                0.67101,                 1.0461,                0.42631,                 1.0828,              0.0046936,              0.0046936,              0.0046936
                    270,                0.93607,                0.43858,                 1.0295,                0.94213,                0.95681,                0.94346,                0.67113,                 1.0456,                0.42624,                 1.0828,              0.0046738,              0.0046738,              0.0046738
                    271,                0.94473,                0.43551,                 1.0282,                0.94189,                0.95665,                0.94405,                0.67189,                 1.0451,                0.42628,                 1.0824,               0.004654,               0.004654,               0.004654
                    272,                0.91735,                0.42896,                 1.0193,                0.94478,                  0.956,                0.94367,                0.67239,                 1.0455,                0.42633,                 1.0824,              0.0046342,              0.0046342,              0.0046342
                    273,                0.93836,                0.43333,                 1.0227,                0.94371,                0.95568,                0.94327,                0.67163,                 1.0447,                0.42516,                 1.0817,              0.0046144,              0.0046144,              0.0046144
                    274,                0.93101,                0.42905,                 1.0171,                0.94374,                0.95665,                0.94382,                0.67057,                 1.0439,                0.42538,                 1.0816,              0.0045946,              0.0045946,              0.0045946
                    275,                 0.9318,                0.43363,                 1.0248,                0.94292,                0.95479,                0.94397,                0.67072,                 1.0438,                0.42524,                 1.0815,              0.0045748,              0.0045748,              0.0045748
                    276,                  0.928,                0.43144,                 1.0251,                0.94279,                0.95568,                 0.9436,                 0.6705,                  1.044,                0.42531,                 1.0817,               0.004555,               0.004555,               0.004555
                    277,                0.92183,                0.43175,                 1.0231,                0.94121,                0.95626,                0.94167,                0.66969,                 1.0436,                0.42504,                 1.0814,              0.0045352,              0.0045352,              0.0045352
                    278,                0.93149,                0.43181,                 1.0245,                 0.9403,                0.95592,                0.94218,                0.66919,                 1.0431,                0.42583,                 1.0814,              0.0045154,              0.0045154,              0.0045154
                    279,                0.92251,                0.42929,                 1.0231,                0.94023,                0.95483,                0.94223,                0.66938,                 1.0428,                0.42543,                 1.0814,              0.0044956,              0.0044956,              0.0044956
                    280,                0.92535,                 0.4279,                  1.021,                0.94021,                0.95435,                0.94194,                0.66922,                 1.0425,                0.42562,                 1.0811,              0.0044758,              0.0044758,              0.0044758
                    281,                 0.9245,                 0.4268,                 1.0221,                0.94018,                0.95394,                0.94182,                0.66886,                 1.0426,                0.42541,                 1.0817,               0.004456,               0.004456,               0.004456
                    282,                0.92148,                 0.4266,                 1.0183,                0.93926,                0.95345,                0.94168,                0.66863,                 1.0426,                0.42529,                 1.0815,              0.0044362,              0.0044362,              0.0044362
                    283,                0.91874,                0.42693,                 1.0176,                0.94094,                0.95376,                0.94062,                 0.6689,                 1.0426,                 0.4257,                 1.0813,              0.0044164,              0.0044164,              0.0044164
                    284,                0.91637,                0.42583,                 1.0205,                0.94195,                0.95358,                 0.9403,                 0.6686,                 1.0417,                0.42571,                 1.0807,              0.0043966,              0.0043966,              0.0043966
                    285,                0.92096,                0.42875,                 1.0232,                0.94078,                0.95376,                0.94017,                0.66796,                 1.0411,                 0.4253,                 1.0803,              0.0043768,              0.0043768,              0.0043768
                    286,                0.92645,                0.43026,                 1.0228,                0.94111,                0.95455,                0.93989,                0.66966,                 1.0411,                0.42559,                 1.0801,               0.004357,               0.004357,               0.004357
                    287,                0.92139,                0.42765,                 1.0191,                0.94024,                0.95496,                0.93965,                0.66929,                 1.0407,                 0.4257,                 1.0801,              0.0043372,              0.0043372,              0.0043372
                    288,                0.91537,                0.42647,                 1.0213,                0.93935,                0.95568,                0.93951,                0.66906,                 1.0407,                0.42543,                   1.08,              0.0043174,              0.0043174,              0.0043174
                    289,                0.91388,                0.42514,                 1.0177,                0.94027,                 0.9554,                 0.9397,                0.66923,                 1.0411,                0.42535,                 1.0803,              0.0042976,              0.0042976,              0.0042976
                    290,                0.92041,                0.42734,                 1.0206,                0.94022,                0.95466,                0.94007,                0.67042,                 1.0412,                0.42509,                 1.0803,              0.0042778,              0.0042778,              0.0042778
                    291,                0.91716,                0.42464,                  1.021,                0.94024,                0.95491,                0.94103,                0.67087,                 1.0403,                0.42443,                   1.08,               0.004258,               0.004258,               0.004258
                    292,                 0.9253,                0.43119,                 1.0202,                0.93931,                0.95432,                0.94139,                0.67095,                 1.0406,                0.42466,                 1.0802,              0.0042382,              0.0042382,              0.0042382
                    293,                0.91674,                0.42603,                 1.0162,                0.93877,                0.95376,                0.94056,                0.67047,                 1.0399,                 0.4245,                 1.0797,              0.0042184,              0.0042184,              0.0042184
                    294,                0.91305,                0.42217,                 1.0138,                0.93913,                0.95376,                0.94029,                0.67099,                 1.0402,                 0.4244,                 1.0807,              0.0041986,              0.0041986,              0.0041986
                    295,                0.92411,                0.42601,                 1.0177,                0.93913,                0.95376,                0.94062,                0.67077,                 1.0401,                0.42436,                 1.0798,              0.0041788,              0.0041788,              0.0041788
                    296,                 0.9168,                 0.4262,                 1.0173,                0.93839,                0.95382,                0.94169,                0.67025,                 1.0402,                0.42412,                 1.0797,               0.004159,               0.004159,               0.004159
                    297,                0.90821,                0.42169,                  1.015,                0.93856,                0.95665,                0.94181,                0.67071,                 1.0398,                0.42437,                 1.0796,              0.0041392,              0.0041392,              0.0041392
                    298,                0.90822,                0.42347,                 1.0145,                0.93751,                0.95392,                0.93997,                0.66954,                 1.0387,                0.42438,                 1.0793,              0.0041194,              0.0041194,              0.0041194
                    299,                0.92046,                0.42571,                 1.0223,                0.93763,                0.95592,                 0.9398,                0.66951,                 1.0389,                0.42436,                 1.0794,              0.0040996,              0.0040996,              0.0040996
                    300,                0.91074,                0.42119,                 1.0171,                0.93787,                0.95472,                0.94175,                0.67222,                 1.0382,                0.42458,                  1.079,              0.0040798,              0.0040798,              0.0040798
                    301,                0.91001,                0.42186,                 1.0151,                0.93668,                0.95477,                0.94144,                0.67096,                 1.0378,                0.42399,                  1.079,                0.00406,                0.00406,                0.00406
                    302,                0.91588,                0.42561,                 1.0169,                0.93705,                0.95472,                0.94034,                 0.6696,                 1.0381,                0.42377,                 1.0789,              0.0040402,              0.0040402,              0.0040402
                    303,                0.90425,                0.41939,                  1.008,                0.93789,                0.95472,                0.94205,                0.67046,                 1.0377,                0.42332,                 1.0787,              0.0040204,              0.0040204,              0.0040204
                    304,                0.90729,                0.42047,                 1.0116,                0.93766,                 0.9563,                0.94153,                 0.6704,                 1.0376,                0.42336,                 1.0785,              0.0040006,              0.0040006,              0.0040006
